well_a,well_b,min_xy_dist_ft,sample_min_xy_dist_ft,global_angle_deg,eval_angle_deg,local_angle_at_closest_deg,a_md,b_md,a_closest_idx,b_closest_idx,a_x,a_y,b_x,b_y,a_length_ft,b_length_ft,a_eval_start_idx,a_eval_end_idx,b_eval_start_idx,b_eval_end_idx,a_start_x,a_start_y,a_end_x,a_end_y,b_start_x,b_start_y,b_end_x,b_end_y
8bda1a11,c59b6c4a,1473.7059526580013,1473.7360006799147,178.63063747727693,179.40197935029406,170.45232327470313,10446.0,10625.0,0,641,2886927.71,1023108.87,2887884.53,1024229.72,7121.092570139621,6838.37910859737,1457,7437,1961,7459,2886927.71,1023108.87,2891779.01,1017895.92,2888026.24,1024194.07,2883249.24,1029087.3
512943b2,eb06a4e7,1475.0703838459287,1475.0968220764134,177.12117559022954,175.85800856479995,173.5104052863028,17466.0,11744.0,6680,716,3004501.27,1110949.95,3005968.05,1110793.78,6145.922783927544,5825.002030832418,1652,6680,1844,6378,3004782.61,1117089.43,3004501.27,1110949.95,3005950.27,1110571.44,3006508.83,1116369.6
2d196986,bf39bc20,1476.7679677254187,1476.7998793674974,179.04289565575206,178.92127634846054,177.5758146170518,10661.0,15365.0,214,4908,2914373.72,1037366.0,2915520.16,1038296.87,7785.726298618226,4528.747450697674,1842,8315,1744,5046,2914375.53,1037361.9,2909330.74,1043292.13,2912731.02,1041687.95,2915607.41,1038189.96
276b012a,2d9f6cb9,1478.0979936389065,1478.0979936389065,164.02644159570093,164.05103412073558,155.998939494952,12075.0,12362.0,0,0,3008735.87,1073909.23,3010015.09,1074649.75,5989.192640089203,8526.145503625816,1454,6290,1289,8626,3008735.87,1073909.23,3012385.11,1069160.18,3010015.09,1074649.75,3006881.16,1082579.04
14ad5efb,cb879f40,1478.6630753488037,1478.6660324089114,176.32799515599362,176.98996328796875,169.58792035982287,11701.0,10618.0,847,0,2997352.4,1114760.33,2995922.42,1114384.03,7016.287992557041,7603.243900507182,1510,7351,1589,7903,2997226.5,1115279.51,2999323.97,1108584.07,2995922.42,1114384.03,2993189.47,1121479.12
a0b83014,f8f59188,1478.9879200657479,1479.0090807696442,179.97100263542336,179.8850359375359,179.9250288281366,11334.0,11834.0,738,1429,3007888.5,1123012.19,3006411.36,1123086.1,6265.824495611256,6147.866124380231,1838,6872,1933,6739,3007914.8,1123205.58,3007760.73,1116941.65,3006373.5,1122241.9,3006527.78,1128387.83
abf460d2,c2c6fc71,1479.6511338152661,1479.6766285238575,178.74530788541264,178.5224971760985,179.53097904364617,12021.0,17076.0,430,5692,3008635.91,1087444.12,3007645.98,1086344.39,4423.980996941393,8369.117184625973,1546,4762,1721,8839,3008754.34,1087359.2,3005705.47,1090564.82,3003952.04,1090038.77,3009851.18,1084102.25
30d75030,a5e6f7dc,1480.4562555173416,1480.4562555173416,161.35830121896694,161.34373339987403,166.06208693028677,10578.0,10576.0,0,0,2992012.21,1113862.7,2990776.82,1113046.88,4744.255146395622,6841.426935669131,1605,5008,1682,7330,2992012.21,1113862.7,2991714.42,1118597.6,2990776.82,1113046.88,2993366.26,1106714.43
044af7d1,699ea575,1483.9850061574,1483.9850061574,154.57718293817118,154.437271960562,150.40594370831116,17506.0,17217.0,6066,5473,3009755.45,1105274.94,3011171.72,1104831.78,5736.620945722303,5283.414944796399,1548,6066,1354,5473,3010003.63,1111006.19,3009755.45,1105274.94,3013231.3,1099966.33,3011171.72,1104831.78
63559d57,e2fc7745,1487.0049453177676,1487.0049453177676,153.4589586610573,153.2770370564605,48.96542995541296,11137.0,11010.0,0,0,3013168.62,1113644.42,3014484.57,1114336.85,5311.182260570567,4753.362250838834,1741,5809,1651,5342,3013168.62,1113644.42,3016444.49,1109463.83,3014484.57,1114336.85,3013533.58,1118994.11
6ea22614,d0a0e7b5,1491.7661731318913,1491.7694924153031,159.99643256911799,160.3474316438962,162.18867681890566,11279.0,16068.0,1326,5422,2991854.6,1120635.69,2990488.32,1120036.82,7229.0973027064065,5139.048762893827,1923,7893,1607,5422,2991586.52,1121251.89,2994445.86,1114612.31,2990783.75,1114906.27,2990488.32,1120036.82
9ad5410a,f56d3ace,1492.9691536331572,1492.9691536331572,156.9788274307833,157.70367967570718,157.1462373826729,17240.0,18122.0,5748,7382,3002094.53,1109316.33,3003211.84,1110306.57,5525.224200066538,6775.222683292404,1544,5748,1951,7382,3004110.0,1104171.82,3002094.53,1109316.33,3003404.25,1117079.06,3003211.84,1110306.57
9e3e364d,e4726608,1493.3487063641537,1493.369240342186,178.8883473797008,178.83808062410833,179.9332177249792,12048.0,11849.0,656,676,3012926.94,1115761.93,3011434.62,1115706.51,5510.486648935838,5895.772158971317,1519,5808,1535,6267,3012924.15,1116138.85,3013112.99,1110631.6,3011451.89,1115390.38,3011364.2,1121285.5
25050f63,fa16d114,1493.6022236861854,1493.6022236861854,178.66372429840348,179.00213663402795,129.91391856166368,10268.0,10669.0,0,0,2889117.77,1025198.87,2888205.32,1024016.38,6822.657276787518,6819.321763379618,1031,7154,1242,6927,2889117.77,1025198.87,2884459.11,1030183.4,2888205.32,1024016.38,2892976.62,1019144.23
203721ab,fb3848a1,1495.470839167437,1495.5173537274002,178.3987539419848,178.1483762690544,179.91519777169387,11228.0,11351.0,653,964,2899369.0,1025020.93,2900491.08,1026009.55,6842.9556468680685,7285.115310254045,1505,7234,1940,7858,2899177.07,1025220.51,2903775.7,1020153.1,2900771.07,1025715.54,2896027.96,1031245.08
4fbe9c06,bb2cdd83,1499.731844197648,1499.742166173994,178.55306263830707,178.27675261672522,177.98111335976756,10577.0,11221.0,138,854,2907447.54,1038065.07,2906357.8,1037034.7,7370.62957327922,5061.157626966524,1651,7937,1840,5664,2907446.64,1038066.46,2912415.48,1032622.49,2906533.83,1036828.64,2903217.38,1040651.79
1b08ed48,f88ddb26,1500.4418866783774,1500.4514083767604,178.73071697486773,178.4378302266525,164.24848953453372,11609.0,11338.0,31,0,2987122.8,1065139.26,2985644.93,1064879.98,6860.12223082079,6109.798342416895,1557,7174,1595,6584,2987123.18,1065138.72,2986992.11,1071997.59,2985644.93,1064879.98,2985626.32,1058770.21
5f4d2a52,9da441ba,1501.2789579890061,1501.3731882845136,177.13785329849046,177.88072989290322,179.7966465037329,11372.0,10952.0,867,88,2998946.66,1115965.43,2997557.65,1115395.79,6651.887687581794,7053.032662372758,1887,7111,1500,7282,2999189.75,1115602.9,2996890.04,1121844.61,2997544.22,1115424.96,2999649.11,1108693.34
4cd1ac61,6dbe4b60,1501.787276081608,1501.787276081608,155.81402269851702,156.55213997000445,156.62510157678307,17713.0,17461.0,6708,6672,3003572.88,1110131.12,3004845.89,1110927.87,6057.052040787078,6137.639849094888,2220,6708,2025,6672,3005776.5,1104489.14,3003572.88,1110131.12,3005151.23,1117057.91,3004845.89,1110927.87
24d8997e,37344c2a,1503.184603599887,1503.19941258633,174.5995789063542,175.25652638272723,105.87202214981181,10365.0,10782.0,0,469,2918727.79,1046207.99,2917926.2,1044936.37,4631.9386729101225,6355.796779987681,1746,5187,1746,6942,2918727.79,1046207.99,2915749.09,1049755.13,2917878.82,1044963.87,2922406.04,1040502.88
25939962,ac6f01d5,1503.5010236113803,1503.5010236113803,177.68959784445386,179.5553733688502,160.8871260395229,11619.0,11837.0,0,200,3013310.54,1093760.9,3014802.7,1093945.22,5515.854599325697,6145.4196121990235,1752,6070,1725,6728,3013310.54,1093760.9,3011414.26,1098940.55,3014806.27,1093943.24,3017149.91,1088262.26
367456ce,c8d9680c,1504.2380460888132,1504.3443889282912,179.7036132690978,179.92913517537647,179.7860335787521,11443.0,17416.0,1142,6669,2995153.18,1121112.34,2993735.26,1120610.11,6805.733252310218,7431.688384135842,1743,7311,1460,7740,2994968.11,1121737.55,2997282.57,1115337.45,2995902.05,1114627.68,2993338.6,1121603.26
b95e7121,fc03f21f,1504.4061495488058,1504.4061495488058,175.30688790277944,175.2673882125829,174.07452011958267,18292.0,17258.0,7491,6201,3000287.3,1108889.52,3001761.88,1109187.6,7232.109626415966,5624.851640105861,1186,7491,1399,6201,2998196.76,1115812.89,3000287.3,1108889.52,3003822.94,1103953.96,3001761.88,1109187.6
4f4afcc6,8bb9c1e6,1504.7634726095732,1504.7835475243244,178.2440160449606,178.244177150236,177.74665818396673,11919.0,10749.0,1254,230,2905703.97,1030591.84,2906760.91,1031662.91,6857.580302716064,5877.506581978289,1539,7183,1836,6381,2905065.79,1031276.6,2909669.98,1026194.49,2906762.86,1031663.8,2902952.02,1036138.46
26d3a96a,c07fd0cd,1505.2942843839962,1505.3535447195097,176.18882645527046,176.5404728701867,21.888370551802133,17680.0,11703.0,5662,0,3020157.97,1086434.84,3021391.98,1087296.89,5978.058799217251,5513.256451979868,1744,6464,1844,6034,3023065.81,1082151.35,3019706.06,1087095.97,3021391.98,1087296.89,3024786.76,1082952.76
5305524b,c50b42f6,1505.5149019855164,1505.5149019855164,177.5358366265303,179.85434870376565,111.51381454275081,10527.0,10146.0,0,0,2890576.08,1027357.89,2889674.09,1026152.49,6253.5321302525135,7279.126095747983,1559,6456,1906,7919,2890576.08,1027357.89,2886101.29,1031726.29,2889674.09,1026152.49,2894659.32,1020848.42
593876b6,bd4ae5da,1506.092269583899,1506.1078413577168,176.99088595419275,177.289400361694,179.79519844461674,11858.0,17609.0,849,6608,3006900.8,1116363.93,3008404.19,1116273.75,6052.150729294504,6253.065035788374,1524,6365,1899,6904,3006910.23,1116908.12,3006319.58,1110884.86,3008143.3,1110322.07,3008426.03,1116568.74
26623a50,f56d3ace,1506.292113269978,1506.3825766715336,166.56135400215837,167.25041974490173,163.5002015834638,11604.0,18122.0,736,7382,3001761.08,1109901.34,3003211.84,1110306.57,6956.805695180804,6775.222683292404,1744,7478,1951,7382,3001787.98,1109641.92,3000364.0,1116451.43,3003404.25,1117079.06,3003211.84,1110306.57
3d96d897,8d5d46d7,1506.8393614450931,1506.8483707724683,179.52086062794103,177.95776435053094,13.343383503002137,10716.0,11961.0,0,1252,2905871.73,1031971.26,2906959.89,1033013.6,6770.781905821704,6858.800647255863,1488,7146,1527,7281,2905871.73,1031971.26,2910383.72,1026922.95,2907615.17,1032470.66,2903087.45,1037622.64
310c71a5,f9fc81aa,1508.075404082853,1508.1302756723508,179.0449146018806,178.2540441015238,179.11723975120236,11855.0,10770.0,1340,82,2906685.23,1032796.63,2905605.85,1031743.43,6497.176126595119,6777.184737042304,1743,6987,1515,7112,2907298.67,1032190.03,2903040.49,1037097.29,2905604.12,1031745.12,2910130.52,1026701.12
261785ee,5397ceb1,1510.276315446943,1510.3552788002974,179.50651754250893,179.8692338683016,151.70282488469263,10633.0,11435.0,0,265,2989015.37,1089028.54,2990462.6,1089460.35,4875.42788991916,6430.251919738481,1866,5511,1556,6810,2989015.37,1089028.54,2987249.34,1093572.87,2990465.23,1089508.6,2992846.0,1083535.32
1a68190b,9ae248be,1510.7089491360273,1510.7978516335131,166.6423296059481,166.63558471731457,175.25127868880304,12397.0,13379.0,293,916,2948037.08,1015032.94,2949441.17,1015590.41,5914.736013331329,6490.433001718874,2028,6501,1384,6654,2948036.47,1015031.88,2949518.9,1009305.93,2949817.63,1014924.58,2946783.3,1020662.05
1b82b665,ae8959c3,1511.7916946454857,1511.8269438328641,152.7170411200811,152.6064930847526,5.128565600271495,10417.0,9887.0,214,54,2999681.82,1127415.28,2998178.66,1127576.6,4844.276906742777,5993.323190751526,1558,5363,2127,6644,2999683.78,1127415.58,3001369.92,1122874.22,2998178.62,1127577.07,2993749.14,1131614.35
44a94013,ec0d597b,1513.9895945809697,1513.994984007366,179.3369717286413,179.59499967847088,6.016385884431867,10465.0,10297.0,0,119,2891012.98,1027725.15,2892288.28,1028541.1,6266.242737981165,5874.540966450033,1589,6491,1836,6451,2891012.98,1027725.15,2886505.26,1032077.88,2892290.41,1028539.66,2896468.85,1024410.39
4f3eb9e9,e7d0c1de,1514.2562354168977,1514.2562354168977,175.4580379457149,176.0487657096393,170.3292614552655,11359.0,11513.0,0,725,3005270.45,1116796.89,3006765.36,1116555.61,5860.2460283679575,5959.511646737575,1214,5910,1744,6454,3005270.45,1116796.89,3005458.44,1122654.12,3006820.11,1116806.06,3006157.85,1110883.46
30d75030,5a5269a9,1515.1403721769523,1515.1766810835895,162.12201343855696,162.47246698192566,166.95271968741002,11631.0,10702.0,1053,14,2991934.03,1114658.47,2993447.96,1114597.92,4744.255146395622,7696.807246676925,1605,5008,1540,8052,2992012.21,1113862.7,2991714.42,1118597.6,2993448.05,1114598.23,2996266.03,1107435.84
77e4821c,e97032ad,1515.22013677845,1515.2259691542818,171.74953165092325,172.55509737271726,179.9156221234635,10742.0,11196.0,133,1025,2919389.01,1046714.95,2918163.99,1045823.2,6268.218779206842,5042.210241788665,1147,6539,2124,5653,2919369.19,1046743.23,2924166.87,1042709.27,2918442.19,1045469.08,2915088.49,1049234.26
77e4821c,e7c36e81,1515.22013677845,1515.2259691542818,170.72045289913603,171.0759709386084,179.9156221234635,10742.0,11196.0,133,1025,2919389.01,1046714.95,2918163.99,1045823.2,6268.218779206842,5054.200573038311,1147,6539,2124,5654,2919369.19,1046743.23,2924166.87,1042709.27,2918442.19,1045469.08,2915148.84,1049302.98
ccedb12b,febb4411,1515.4958642305526,1515.5604468977572,177.61475360526777,177.4581612449379,179.88634724305723,18130.0,12378.0,6112,731,3020119.39,1086787.38,3021355.23,1087664.55,5867.389359783565,5640.890817060723,2026,6426,2028,6274,3023310.27,1082241.64,3019931.54,1087038.56,3021267.6,1087810.87,3024705.02,1083338.31
53134831,a3518960,1516.8821752856616,1516.8821752856616,178.51194034062172,178.1786147045873,177.01913697545245,18402.0,18418.0,7213,6991,3025582.38,1115129.86,3024087.87,1114870.3,6583.488458924952,6328.907992758245,2088,7213,2025,6991,3025809.2,1121709.44,3025582.38,1115129.86,3024034.15,1108541.62,3024087.87,1114870.3
3bbe1f5d,e45a2a62,1517.907759054892,1517.954573496898,179.04722947882505,179.16732561867258,178.13725816096587,12518.0,10720.0,2040,76,2904848.99,1029993.29,2905952.36,1031035.7,7635.539032510933,6301.7364069595415,1266,8183,1690,6696,2903835.14,1031100.01,2908904.61,1025390.2,2905952.7,1031035.87,2901847.72,1035817.19
1aaf1da0,f56d3ace,1520.7550185683426,1520.7813448684142,159.2912475743018,160.60420543703933,161.7135598995576,17690.0,17747.0,6320,7007,3004739.06,1110654.64,3003218.53,1110680.8,5835.320754414367,6775.222683292404,1517,6320,1951,7382,3006646.69,1105139.94,3004739.06,1110654.64,3003404.25,1117079.06,3003211.84,1110306.57
0498acab,1590af81,1520.9636731036228,1521.016221774286,178.22748360274673,178.17623485429746,179.99047607923174,13623.0,14858.0,2713,3539,2991287.24,1093678.25,2989870.69,1093124.43,5881.754300971958,5014.349640661257,1634,6431,1432,5230,2990506.76,1095703.26,2992765.47,1090272.49,2991057.51,1090016.23,2989276.03,1094703.45
368fe682,ebe69318,1522.1579169061752,1522.1692601021198,178.90921974920855,178.68988689824982,179.91697054323814,11836.0,11455.0,1106,1167,2902005.04,1026968.22,2900891.46,1025930.48,6102.378711764904,6129.093928803715,1480,6415,1742,6717,2902555.72,1026383.45,2898541.35,1030979.52,2900480.24,1026355.25,2904599.33,1021816.65
5aa03df7,9298ad5b,1525.143620286464,1525.1644824084785,174.62551404640107,172.9724561256417,117.41370462983859,10796.0,10536.0,388,0,2977343.62,1091383.45,2978126.43,1092692.37,6078.479567433055,5341.744629996959,1881,6751,1843,5806,2977330.09,1091388.67,2980496.35,1086199.96,2978126.43,1092692.37,2974929.07,1096971.52
25fd32b3,b56bc0aa,1525.4456789412075,1525.4771326048935,179.32940878032957,179.9466171688983,174.90950520868395,10551.0,12064.0,0,1782,2916966.99,1044883.92,2915714.62,1044012.97,4245.809145239366,6767.879007200217,1661,4545,1829,7430,2916966.99,1044883.92,2919713.86,1041646.39,2916436.66,1043146.99,2912118.81,1048358.55
2d0c268a,aa95015b,1526.0995447545154,1526.1359505630658,170.30650667272076,171.13160994138275,170.06943090253375,10670.0,11908.0,0,1162,3002585.95,1116598.81,3001079.97,1116351.82,5745.931902363478,5317.637227801506,1739,6288,1461,5760,3002585.95,1116598.81,3002839.16,1122339.16,3000998.18,1117073.58,3001661.69,1111797.5
8bfa881d,91db7070,1526.4891786384949,1526.496830426063,177.24114461587624,177.40336643242188,127.828116133928,17455.0,11574.0,5841,0,3011690.79,1099039.5,3013113.24,1099593.4,5354.583939504499,5254.579734383965,1754,5842,1573,5645,3013530.08,1094011.79,3011690.42,1099040.43,3013113.24,1099593.4,3015153.97,1094751.29
8d5d46d7,eeed308d,1527.676208167,1527.6820167168466,178.7967803238636,177.48602125432038,179.43120549800054,10759.0,12756.0,50,2176,2907615.08,1032470.89,2908704.59,1033541.76,6858.800647255863,5022.090489527242,1527,7281,1604,5502,2907615.17,1032470.66,2903087.45,1037622.64,2907564.62,1034802.29,2910958.35,1031100.4
6d1d74e1,d114d9c2,1529.310757727173,1529.4244111102375,178.59291759116724,178.26592451937404,179.6197313751906,10778.0,11137.0,219,541,2883535.69,1020188.14,2884711.73,1021165.75,7055.193462889581,7302.391625686605,1486,7315,1337,7542,2883492.86,1020229.0,2888081.38,1014869.78,2884921.9,1020932.05,2880037.83,1026360.75
6d590e26,d1ee630d,1530.138401224037,1530.1415613595657,178.18495177174458,178.53457827144766,129.77969996627598,11437.0,10638.0,976,0,2996007.49,1115138.48,2994538.54,1114710.1,7287.857176495562,7428.723962835182,1746,7841,1589,7878,2996118.79,1114709.61,2993783.44,1121613.16,2994538.54,1114710.1,2997140.72,1107752.04
206b6193,fcfcc902,1530.436291552486,1530.4384986339478,163.046933672221,160.80439783478295,93.46006937319146,10658.0,10776.0,0,152,2981701.01,1092917.86,2983222.1,1093086.74,8043.582614432166,3996.4374568606972,2033,8567,1874,4664,2981701.01,1092917.86,2976356.37,1098929.02,2983222.38,1093088.42,2984891.59,1089457.27
33c40295,a4719920,1532.072683654308,1532.1153750614653,179.22638616178378,179.62513051933135,150.31985098259221,14293.0,11200.0,3413,0,2987105.37,1088591.08,2988527.31,1089161.46,5418.648172865876,7156.753985208659,1820,5988,1611,7494,2988243.43,1085980.4,2986136.8,1090972.78,2988527.31,1089161.46,2991220.39,1082530.74
abf460d2,ec13af42,1533.4043251863013,1533.411972074304,177.44447959592623,178.4156235217828,92.86419144446153,11591.0,16108.0,0,4674,3008754.34,1087359.2,3009974.88,1088287.43,4423.980996941393,6752.203978687196,1546,4762,1900,7361,3008754.34,1087359.2,3005705.47,1090564.82,3007301.14,1091356.81,3011731.77,1086261.54
445af6c2,7c607683,1535.6071516504842,1535.619663133017,179.0984356022562,178.89123130789054,67.29730171881589,10297.0,11012.0,0,671,2907267.82,1037843.06,2908461.21,1038809.45,7437.787933102292,6430.130361555815,1957,7997,1673,7000,2907267.82,1037843.06,2912184.29,1032261.93,2908573.41,1038688.21,2904399.46,1043579.5
1a518997,f6824bb0,1537.3304185177283,1537.3382827470925,178.37537952554584,178.71213034643463,179.754408412465,10594.0,12203.0,216,1876,2907745.85,1039357.76,2906551.66,1038389.62,5991.130536868663,6232.54521951511,1938,6543,1849,6863,2907746.15,1039359.82,2911796.42,1034945.19,2907356.58,1037428.49,2903275.0,1042138.62
044af7d1,9b9e3b49,1539.5960430255118,1539.5982307405436,179.80908363571345,179.82162407654073,179.95141769792943,11865.0,12366.0,425,1222,3009983.57,1110854.04,3008445.63,1110925.43,5736.620945722303,6300.552131884926,1548,6066,1757,6874,3010003.63,1111006.19,3009755.45,1105274.94,3008427.3,1110267.23,3008720.85,1116560.94
a622ce4d,cb879f40,1540.0110266163085,1540.055170764954,179.94104025258787,179.55850663840428,155.3301150554259,10662.0,12080.0,0,1462,2994094.67,1114761.56,2995464.42,1115465.42,7630.839461501095,7603.243900507182,1749,8046,1589,7903,2994094.67,1114761.56,2996830.21,1107637.9,2995922.42,1114384.03,2993189.47,1121479.12
28f4eda9,a247e7cf,1540.9829857919983,1540.9829857919983,179.25068362963464,179.43570447464796,49.53686722834929,10580.0,10377.0,0,0,2888231.99,1024634.36,2887484.07,1023287.05,6671.920953855779,6860.869622497032,1558,6823,1563,7236,2888231.99,1024634.36,2883640.47,1029475.07,2887484.07,1023287.05,2892140.12,1018247.93
8612b37f,a622ce4d,1542.6541322020926,1542.6541322020926,179.36625437248222,178.76656537196777,176.89407583662637,18152.0,18708.0,6806,8046,2998358.75,1107846.1,2996830.21,1107637.9,6405.633661707643,7630.839461501095,1642,6806,1749,8046,3000588.79,1101841.18,2998358.75,1107846.1,2994094.67,1114761.56,2996830.21,1107637.9
12f0cd90,9ad5410a,1542.6675147935632,1542.6675147935632,175.45095668338402,175.24907917754194,175.76617414699652,18240.0,17240.0,7430,5748,3000573.77,1109057.27,3002094.53,1109316.33,7120.5485879250145,5525.224200066538,1484,7430,1544,5748,2998510.38,1115872.3,3000573.77,1109057.27,3004110.0,1104171.82,3002094.53,1109316.33
75cd5f11,df8290be,1542.9077656163754,1542.9199347343163,178.32488474041244,178.29478659952787,179.80029589608927,12495.0,10859.0,1927,426,2909058.1,1038455.03,2910200.86,1039491.69,6013.1508423787245,5224.692773790354,1464,6409,1703,5674,2908027.9,1039593.46,2912086.94,1035157.0,2910259.05,1039434.25,2906846.43,1043390.44
8612b37f,9da441ba,1543.646509794146,1543.646509794146,176.99035847140888,175.09273272684482,174.98523972596414,18152.0,18146.0,6806,7282,2998358.75,1107846.1,2999649.11,1108693.34,6405.633661707643,7053.032662372758,1642,6806,1500,7282,3000588.79,1101841.18,2998358.75,1107846.1,2997544.22,1115424.96,2999649.11,1108693.34
14fee784,d543916f,1545.3844141183636,1545.3922053964102,175.36741956635106,173.10170152127466,154.55673233034162,10317.0,10423.0,0,20,2992131.0,1121564.3,2991722.55,1120073.87,6131.682203930574,5925.371204456429,1496,6405,1482,6280,2992131.0,1121564.3,2990101.06,1127350.22,2991722.49,1120073.61,2993226.14,1114342.2
2d2d0c6b,999daf80,1549.664538278886,1549.6780388198067,170.40088810683915,172.26254029260855,13.270828855825041,10309.0,11291.0,1,948,2918852.76,1046293.32,2917537.1,1045474.48,6385.410949476959,4920.132865899107,1922,6966,1875,5438,2918852.77,1046293.32,2923656.06,1042085.96,2917692.62,1045034.95,2914583.97,1048848.61
87aa3730,c9578d27,1549.75383183915,1549.7675401490237,178.9382067724069,179.40971839382993,174.91236789933092,11905.0,10788.0,1226,73,2905354.25,1030421.53,2906480.58,1031486.01,6897.593328842994,5814.182087843481,1686,7292,1715,6201,2904795.43,1031050.31,2909405.73,1025919.82,2906480.72,1031486.06,2902675.37,1035881.97
729f4217,b585b4fa,1550.1374726133038,1550.1626493372453,178.76769745574182,178.35476416735483,179.96720711634842,11115.0,11095.0,420,635,2907900.9,1038129.82,2906702.86,1037146.14,7313.918653416888,5461.583921070974,1397,7591,1705,5998,2907786.14,1038267.28,2912689.62,1032840.56,2906803.56,1037020.6,2903229.94,1041150.75
3a0af893,c99f9fae,1553.2956123352014,1553.315227537572,178.47022452874384,178.62069027323915,173.18241242241535,14476.0,19416.0,2508,8393,3020906.27,1107254.93,3022065.19,1108289.16,4369.449848688034,7696.491700145073,1653,4579,2033,8393,3022261.73,1105388.24,3019518.64,1108789.35,3017075.21,1114148.86,3022065.19,1108289.16
b19b0395,e737965a,1554.6844141817003,1554.706857127708,178.91156861481068,178.47120144054475,179.97422190267704,11064.0,11567.0,366,978,2898729.49,1024670.94,2899867.15,1025730.55,6906.097057788954,7303.043825652138,1383,7195,1739,7693,2898633.07,1024767.78,2903295.67,1019673.24,2900286.09,1025301.18,2895458.72,1030781.23
a645da9a,e2fc7745,1554.724573678364,1554.7268114042986,151.20328988698338,150.83707010628814,133.43421826098714,11443.0,11207.0,199,197,3016000.03,1113989.32,3014484.73,1114337.22,6257.537059139442,4753.362250838834,1613,6765,1651,5342,3016002.51,1113987.16,3020052.95,1109217.39,3014484.57,1114336.85,3013533.58,1118994.11
0be01c24,a79fd2e7,1556.3740985379561,1556.3740985379561,173.7482617334602,173.3662247849312,172.0797501396606,17178.0,17426.0,6384,6326,3006483.95,1110893.28,3007977.6,1110455.89,5904.570095044939,5713.523093372293,1647,6384,1923,6326,3007171.27,1116757.71,3006483.95,1110893.28,3007934.43,1104742.53,3007977.6,1110455.89
6ea22614,cbe62450,1556.4718941245926,1556.4861319332808,176.2067625086358,176.51510453685282,177.44773035704594,17846.0,11596.0,7893,992,2994445.86,1114612.31,2995895.32,1115179.47,7229.0973027064065,7522.573349678902,1923,7893,1600,7857,2991586.52,1121251.89,2994445.86,1114612.31,2996079.6,1114535.34,2993567.78,1121626.17
4f4ac5ce,7d50373e,1556.7648866157458,1556.8488415385914,178.38431383819105,178.09412997714057,179.66399018856373,11194.0,11520.0,622,767,2899379.2,1024710.09,2900528.29,1025760.38,6514.894941785109,6211.713457155149,1737,6898,1372,6493,2899543.05,1024492.23,2895265.97,1029406.54,2900198.34,1026121.53,2904406.87,1021552.76
ab112491,da2d4d7c,1556.7985274912558,1556.8204922853977,175.68032467035624,175.75052228587248,179.82957570611984,15620.0,11973.0,4484,419,2997954.97,1088872.06,2999371.11,1089518.72,6534.036689489851,3317.281700444092,1993,7177,1453,3566,2999370.03,1085295.7,2997005.93,1091387.06,2999292.44,1089711.34,3000722.2,1086717.99
6d590e26,9da441ba,1557.7753621110066,1557.7849921605484,178.67400733965135,177.83261201808958,168.95585360610127,11334.0,10864.0,873,0,2996033.7,1115044.18,2997544.22,1115424.96,7287.857176495562,7053.032662372758,1746,7841,1500,7282,2996118.79,1114709.61,2993783.44,1121613.16,2997544.22,1115424.96,2999649.11,1108693.34
86454a6f,9bd2bba3,1559.9792711764067,1559.9792711764067,178.08788016250466,178.1982668203429,177.13292024846723,21064.0,20995.0,9099,9091,3004461.28,1081912.82,3005988.57,1082230.5,9037.880584877155,8618.358916870498,1136,9099,1653,9091,3000944.96,1090238.61,3004461.28,1081912.82,3009604.71,1074407.48,3005988.57,1082230.5
d0a43760,ff8bb73a,1560.052140282507,1560.0612889563208,177.825039668142,177.21303132341166,171.78110871025723,10637.0,10668.0,0,226,2941582.8,1059945.11,2940253.8,1059128.09,5256.351781121889,7144.055626274249,1461,5501,1743,7669,2941582.8,1059945.11,2945169.93,1056103.01,2940254.1,1059122.61,2935580.42,1064525.78
18d24f7b,fbd68d27,1561.380485403698,1561.435572093947,179.44627140642754,178.60922489922223,134.90026201448265,10632.0,12156.0,0,1566,2907112.12,1037221.71,2908301.13,1038233.72,5887.033119772818,8148.962381812816,1702,6259,1723,8551,2907112.12,1037221.71,2903234.94,1041651.68,2907556.01,1039139.72,2912981.9,1033059.81
22c5f93f,5a1a8fd8,1561.4707613337002,1561.4707613337002,178.77786872242328,179.19537688545074,115.36054267935371,18076.0,11231.0,6918,0,2999191.74,1101595.7,3000635.47,1102190.54,6395.42158124066,6349.9646299565875,1747,6918,1554,6813,3001336.77,1095570.73,2999191.74,1101595.7,3000635.47,1102190.54,3002892.36,1096255.18
0be01c24,9b9e3b49,1561.618747229893,1561.6263785233273,175.9857878159821,176.2520690090714,170.7153660446422,11001.0,18018.0,207,6874,3007171.91,1116759.53,3008720.85,1116560.94,5904.570095044939,6300.552131884926,1647,6384,1757,6874,3007171.27,1116757.71,3006483.95,1110893.28,3008427.3,1110267.23,3008720.85,1116560.94
4630ab92,91db7070,1561.7291964036315,1561.7592163967752,178.1059993793386,178.079880775567,145.84786776051575,11351.0,11884.0,0,310,3014485.69,1100359.79,3013149.39,1099551.52,4720.30791167261,5254.579734383965,1934,5306,1573,5645,3014485.69,1100359.79,3012797.22,1104767.78,3013113.24,1099593.4,3015153.97,1094751.29
