well_a,well_b,min_xy_dist_ft,sample_min_xy_dist_ft,global_angle_deg,eval_angle_deg,local_angle_at_closest_deg,a_md,b_md,a_closest_idx,b_closest_idx,a_x,a_y,b_x,b_y,a_length_ft,b_length_ft,a_eval_start_idx,a_eval_end_idx,b_eval_start_idx,b_eval_end_idx,a_start_x,a_start_y,a_end_x,a_end_y,b_start_x,b_start_y,b_end_x,b_end_y,a_rows_within_250ft,b_rows_within_250ft,min_rows_within_250ft,a_max_run_within_250ft,b_max_run_within_250ft,min_max_run_within_250ft,a_rows_within_500ft,b_rows_within_500ft,min_rows_within_500ft,a_max_run_within_500ft,b_max_run_within_500ft,min_max_run_within_500ft,a_rows_within_1000ft,b_rows_within_1000ft,min_rows_within_1000ft,a_max_run_within_1000ft,b_max_run_within_1000ft,min_max_run_within_1000ft
c3957531,e46f4ef4,826.4743528990272,826.5473039094877,178.92123938902844,179.05747273833745,179.79456502833096,14547.0,19373.0,2832,7483,3020069.7,1089210.9,3019307.74,1088890.78,6644.7088663462855,8383.447124786895,1938,7253,1735,8929,3020875.58,1087131.53,3018515.67,1093343.05,3016690.68,1095317.82,3019815.13,1087538.36,0,0,0,0,0,0,0,0,0,0,0,0,5966,5428,5428,4169,3545,3545
24d8997e,77e4821c,828.8537435516403,828.8798815267829,170.07937481476284,170.01885685722675,179.67923310435836,10679.0,10758.0,314,149,2918725.37,1046218.31,2919392.78,1046709.8,4631.9386729101225,6268.218779206842,1746,5187,1147,6539,2918727.79,1046207.99,2915749.09,1049755.13,2919369.19,1046743.23,2924166.87,1042709.27,0,0,0,0,0,0,0,0,0,0,0,0,1103,684,684,1103,684,684
5d7198fd,a959858c,829.4856558131737,829.5979523236933,177.6664689263179,179.79871714486146,179.34916450540297,13591.0,14317.0,1331,3241,3019878.18,1106413.88,3020504.94,1106957.22,4716.729348287971,4978.059434207162,1429,4796,1366,5769,3020596.45,1105366.85,3017586.28,1108998.16,3018829.08,1108762.4,3022159.44,1105062.43,0,0,0,0,0,0,0,0,0,0,0,0,4385,4886,4385,4385,4886,4385
660d9546,d463e527,831.9739558426609,831.9739558426609,179.9210620442953,179.75852482004592,177.5013036507883,17750.0,18516.0,6139,6990,3023939.13,1115182.42,3024713.99,1114879.48,5877.068081322664,6259.14405861545,1408,6139,2224,6990,3024009.23,1121059.07,3023939.13,1115182.42,3024630.71,1108620.89,3024713.99,1114879.48,0,0,0,0,0,0,0,0,0,0,0,0,335,339,335,335,339,335
14ad5efb,c66be2b8,832.1568857494361,832.1608250813317,179.01930355901675,179.56753638433625,148.006862783357,10854.0,10891.0,0,554,2997226.5,1115279.51,2996426.61,1115050.03,7016.287992557041,5502.549570553659,1510,7351,2053,6206,2997226.5,1115279.51,2999323.97,1108584.07,2996440.46,1114990.17,2994705.88,1120212.17,0,0,0,0,0,0,0,0,0,0,0,0,960,1232,960,960,1232,960
4caa7289,7cd4bb31,832.2098385023501,832.2120324175011,178.73288523076047,179.01087911981148,172.79335545030892,10721.0,11203.0,0,501,2904113.99,1031006.27,2903493.62,1030451.55,6545.943853906805,7666.736708541895,1458,6853,1520,7958,2904113.99,1031006.27,2899848.2,1035971.39,2903308.28,1030619.81,2908431.83,1024916.47,0,0,0,0,0,0,0,0,0,0,0,0,988,1089,988,988,1089,988
2d2d0c6b,e97032ad,833.5746318713345,833.5827399843149,172.90810063913048,173.5449595388639,17.48560711187591,10309.0,11171.0,1,1000,2918852.76,1046293.32,2918176.89,1045805.42,6385.410949476959,5042.210241788665,1922,6966,2124,5653,2918852.77,1046293.32,2923656.06,1042085.96,2918442.19,1045469.08,2915088.49,1049234.26,0,0,0,0,0,0,0,0,0,0,0,0,1273,1531,1273,1273,1531,1273
2d2d0c6b,e7c36e81,833.5746318713345,833.5827399843149,171.8790218873432,172.06583310475506,17.48560711187591,10309.0,11171.0,1,1000,2918852.76,1046293.32,2918176.89,1045805.42,6385.410949476959,5054.200573038311,1922,6966,2124,5654,2918852.77,1046293.32,2923656.06,1042085.96,2918442.19,1045469.08,2915148.84,1049302.98,0,0,0,0,0,0,0,0,0,0,0,0,1273,1531,1273,1273,1531,1273
504c8b08,bf39bc20,833.7957582045811,833.8352250296327,179.06635485716458,178.820432568386,179.929385019425,11148.0,15248.0,680,4791,2914798.31,1037862.75,2915446.23,1038387.55,7455.695849033638,4528.747450697674,1645,8011,1744,5046,2914904.32,1037730.82,2910075.7,1043411.65,2912731.02,1041687.95,2915607.41,1038189.96,0,0,0,0,0,0,0,0,0,0,0,0,5406,5047,5047,5406,5047,5047
739a914f,a79fd2e7,834.4440991462943,834.4440991462943,176.1519889241697,177.7255378447165,179.34601198012876,17990.0,17426.0,7318,6326,3008766.85,1110726.78,3007977.6,1110455.89,6628.683788822584,5713.523093372293,1814,7318,1923,6326,3009261.66,1117336.97,3008766.85,1110726.78,3007934.43,1104742.53,3007977.6,1110455.89,0,0,0,0,0,0,0,0,0,0,0,0,323,347,323,323,347,323
75c20ec7,c2c6fc71,835.0186467980391,835.0994227036073,172.97378983488704,172.58299865398772,174.8461143944124,11526.0,12700.0,101,1316,3005130.06,1090013.6,3004541.28,1089421.49,6585.208338883347,8369.117184625973,1844,7204,1721,8839,3005130.42,1090013.45,3001094.95,1095217.29,3003952.04,1090038.77,3009851.18,1084102.25,0,0,0,0,0,0,0,0,0,0,0,0,1816,1887,1816,1816,1887,1816
56b00794,62a6f539,835.7585547274234,835.775096841216,173.97265048122674,173.67580649258144,167.5133772780056,11366.0,10453.0,678,1,2917896.23,1045332.86,2918488.0,1045923.03,7043.967214098775,4774.469241727227,1228,7292,1560,5252,2917598.87,1045653.1,2922689.25,1040784.27,2918488.01,1045923.03,2915403.3,1049567.22,0,0,0,0,0,0,0,0,0,0,0,0,1264,1368,1264,1264,1368,1264
2fd68f7b,5bd25f59,836.2429532739002,836.2503558144413,152.0412402079713,151.11904469744795,98.6825498319292,10074.0,11719.0,0,1856,2997404.6,1127840.23,2997972.45,1128454.11,5844.750879797963,5507.915325892467,1651,6380,1910,6119,2997404.6,1127840.23,2999343.73,1122326.53,2998878.2,1127584.36,2994828.06,1131317.12,0,0,0,0,0,0,0,0,0,0,0,0,898,1119,898,898,1119,898
c99f9fae,d5df0ff5,836.2883695230988,836.2941090905276,166.67328031388206,168.68986830472923,135.84435950448812,11530.0,11677.0,507,0,3017115.83,1114106.99,3017763.8,1114635.68,7696.491700145073,5302.874590455564,2033,8393,1458,5489,3017075.21,1114148.86,3022065.19,1108289.16,3017763.8,1114635.68,3015348.91,1119356.78,0,0,0,0,0,0,0,0,0,0,0,0,1301,441,441,1301,441,441
24d8997e,e85074c5,836.3871140209095,836.4809508888363,173.80115485838527,173.7336859905069,176.58386805441307,11054.0,10671.0,689,221,2918617.02,1046327.26,2918025.61,1045735.84,4631.9386729101225,6754.748974617945,1746,5187,1561,7235,2918727.79,1046207.99,2915749.09,1049755.13,2918025.57,1045733.64,2922902.56,1041060.14,0,0,0,0,0,0,0,0,0,0,0,0,1161,1191,1161,1161,1191,1161
b0f53bf4,da2d4d7c,836.5041442216702,836.5079100642121,161.73312219132998,161.2927259488083,154.87689445353712,11862.0,11554.0,199,0,2999863.16,1090322.91,2999292.44,1089711.34,4056.234603471634,3317.281700444092,1447,4201,1453,3566,2999945.15,1090240.89,2997137.75,1093168.61,2999292.44,1089711.34,3000722.2,1086717.99,0,0,0,0,0,0,0,0,0,0,0,0,774,604,604,774,604,604
d1ee630d,d60430e6,839.6207641548639,839.6477416152819,174.9404865113457,177.89192537980173,179.96370734568373,11322.0,10974.0,684,441,2994526.0,1114423.46,2993696.0,1114296.72,7428.723962835182,3748.143883097292,1589,7878,1665,4175,2994538.54,1114710.1,2997140.72,1107752.04,2993713.9,1114181.18,2992715.7,1117793.96,0,0,0,0,0,0,0,0,0,0,0,0,1156,1310,1156,1156,1310,1156
89969c7a,efde6ac3,841.0630114325942,841.1549241966284,177.67003212560556,178.07787775502138,98.61227227424364,10202.0,11843.0,0,1514,2995589.6,1121493.57,2994810.06,1121177.81,5749.955502175672,5738.249387121568,1370,6316,1661,6219,2995589.6,1121493.57,2993854.73,1126975.56,2994436.83,1122149.3,2996389.15,1116753.38,0,0,0,0,0,0,0,0,0,0,0,0,1997,2023,1997,1997,2023,1997
89969c7a,d085e611,841.0630114325942,841.1549241966284,177.5986168928919,177.92125981971958,98.61227227424364,10202.0,11843.0,0,1514,2995589.6,1121493.57,2994810.06,1121177.81,5749.955502175672,7368.783170008496,1370,6316,1661,7851,2995589.6,1121493.57,2993854.73,1126975.56,2994436.83,1122149.3,2996952.54,1115223.25,0,0,0,0,0,0,0,0,0,0,0,0,1997,2023,1997,1997,2023,1997
8cc800b3,939d9c34,842.3331272722667,842.3331272722667,177.1070071196479,177.32076825181775,176.9234597424533,18601.0,17246.0,8090,6626,2992582.45,1105970.89,2991896.07,1105482.62,7719.2895033805025,5953.585326179662,1515,8090,1526,6626,2989321.72,1112967.68,2992582.45,1105970.89,2994135.38,1099966.22,2991896.07,1105482.62,0,0,0,0,0,0,0,0,0,0,0,0,416,389,389,416,389,389
29b24409,e6c55748,842.7783771547575,842.7983420134045,178.0383325383374,178.12699302643293,0.9933615244910572,10640.0,11685.0,110,1079,2907561.61,1034503.47,2906928.72,1033946.94,6910.248399884159,5487.810282735605,1830,7416,1487,5958,2907560.77,1034505.75,2903080.61,1039766.9,2906522.52,1034406.19,2910221.4,1030352.26,0,0,0,0,0,0,0,0,0,0,0,0,1611,1653,1611,1611,1653,1611
79507629,c70c0e01,843.071945802961,843.0907085243736,179.9485924672289,179.70442486911494,179.9101967508456,12604.0,12410.0,1120,676,3001326.87,1071838.09,3002027.2,1072307.46,6642.447673696586,5581.4711541762845,2018,7319,1745,6056,3001572.69,1071450.28,2997631.16,1076796.91,3001885.79,1072502.8,3005193.72,1068007.2,0,0,0,0,0,0,0,0,0,0,0,0,1828,1635,1635,1828,1635,1635
0d99f8e4,2ee0235b,844.2654611554365,844.2654611554365,179.8727322289211,179.68789713196838,177.2482883812336,17955.0,17896.0,7521,7255,2898357.99,1031287.87,2899201.99,1031309.04,7221.091662380481,6792.672917269032,1699,7521,1700,7255,2893691.37,1036798.48,2898357.99,1031287.87,2903580.22,1026115.63,2899201.99,1031309.04,0,0,0,0,0,0,0,0,0,0,0,0,235,225,225,235,225,225
75cd5f11,85380836,845.65909786364,845.6601235127949,178.27810885063624,178.22945730373664,147.3003934619758,10568.0,12811.0,0,2276,2908027.9,1039593.46,2907385.47,1039043.53,6013.1508423787245,7733.241335856539,1464,6409,1557,8174,2908027.9,1039593.46,2912086.94,1035157.0,2908570.58,1037635.38,2903524.23,1043495.19,0,0,0,0,0,0,0,0,0,0,0,0,2638,2795,2638,2638,2795,2638
877ed19c,e32da4ec,846.6703025972564,846.6703025972564,177.50477402887253,177.46840409419272,16.68612653461268,10988.0,11342.0,0,0,3012065.98,1115332.04,3011252.11,1115565.42,5040.269735887232,5931.132936674107,1923,5630,1459,6147,3012065.98,1115332.04,3012339.55,1110299.2,3011252.11,1115565.42,3011188.33,1121496.21,0,0,0,0,0,0,0,0,0,0,0,0,871,571,571,871,571,571
203721ab,e737965a,847.3379095733903,847.3437499624448,179.15332374042413,178.63481456094763,179.56923809468444,10993.0,11567.0,418,978,2899248.78,1025151.24,2899867.15,1025730.55,6842.9556468680685,7303.043825652138,1505,7234,1739,7693,2899177.07,1025220.51,2903775.7,1020153.1,2900286.09,1025301.18,2895458.72,1030781.23,0,0,0,0,0,0,0,0,0,0,0,0,1538,1583,1538,1538,1583,1538
200d233d,8a3da6d1,847.4344237164082,847.4475526543287,150.78025778530025,151.2795692171048,118.00145192273474,11374.0,12117.0,0,929,3008624.11,1105082.54,3007777.39,1105117.33,5396.728964965756,5752.657403617772,1970,5895,1741,6333,3008624.11,1105082.54,3011307.13,1100400.01,3007778.88,1104753.33,3007719.41,1110505.68,0,0,0,0,0,0,0,0,0,0,0,0,843,1471,843,843,1471,843
54a7e3c2,a612d5a0,848.0711377000604,848.1818521990798,179.51794083624188,179.78430234638492,179.99811524057847,11301.0,11269.0,821,967,2972111.91,1095947.76,2971523.66,1095336.87,7505.197889949235,6633.5302764137,1738,7892,1831,7159,2972461.75,1095660.61,2967524.27,1101312.98,2971171.16,1095634.05,2975577.07,1090675.05,0,0,0,0,0,0,0,0,0,0,0,0,1598,1765,1598,1598,1765,1598
09441b8d,4fbe9c06,848.2769105663225,848.3053387194298,178.151919953506,177.96830162332614,179.7093935131499,10912.0,11143.0,525,704,2908255.48,1038506.57,2907596.19,1037972.8,6799.295443771958,7370.62957327922,1907,7394,1651,7937,2908308.08,1038444.9,2903888.74,1043612.09,2907446.64,1038066.46,2912415.48,1032622.49,0,0,0,0,0,0,0,0,0,0,0,0,1283,1322,1283,1283,1322,1283
0be01c24,1550491d,848.7504269808596,848.7595909918456,176.56156085977997,176.52040629603985,176.5794853991174,17178.0,11868.0,6384,422,3006483.95,1110893.28,3005637.83,1110960.05,5904.570095044939,5765.992040204361,1647,6384,1366,5928,3007171.27,1116757.71,3006483.95,1110893.28,3005612.32,1110679.76,3005938.83,1116436.5,0,0,0,0,0,0,0,0,0,0,0,0,2915,3333,2915,2915,3333,2915
9ad5410a,c1d046f4,849.0954945116463,849.0954945116463,158.66726173933824,158.1205439773619,161.0477359841901,17240.0,17977.0,5748,6916,3002094.53,1109316.33,3002669.15,1109941.45,5525.224200066538,6698.863805094217,1544,5748,1404,6916,3004110.0,1104171.82,3002094.53,1109316.33,3002662.01,1116640.31,3002669.15,1109941.45,0,0,0,0,0,0,0,0,0,0,0,0,276,199,199,276,199,199
e14d641e,f03f10fe,851.3660097747384,851.4005971339919,178.333348120093,178.2711936561292,179.91206371737596,11390.0,11579.0,953,1055,2910496.78,1040281.75,2909845.27,1039733.7,4488.409229615861,5409.760003225874,1794,4977,1678,5822,2910803.18,1039920.84,2907877.52,1043324.71,2909380.01,1040189.78,2913024.06,1036191.48,0,0,0,0,0,0,0,0,0,0,0,0,2054,2090,2054,2054,2090,2054
1944513c,593876b6,852.4606832576262,852.4771642691097,177.38082942493156,176.92003571424692,177.30890890625497,11964.0,17374.0,1104,6365,3005471.27,1110968.88,3006319.58,1110884.86,5965.504662918459,6052.150729294504,1877,6598,1524,6365,3005424.58,1110489.44,3005734.86,1116446.87,3006910.23,1116908.12,3006319.58,1110884.86,0,0,0,0,0,0,0,0,0,0,0,0,3157,2096,2096,3157,2096,2096
67a8da4a,e46f4ef4,852.5814313014718,852.5814313014718,169.1931359476081,169.54655314862438,169.274548980457,18771.0,20819.0,6644,8929,3019244.84,1086904.59,3019815.13,1087538.36,6126.16546532183,8383.447124786895,1734,6644,1735,8929,3022553.42,1081748.7,3019244.84,1086904.59,3016690.68,1095317.82,3019815.13,1087538.36,0,0,0,0,0,0,0,0,0,0,0,0,336,262,262,336,262,262
1a518997,8f201368,854.5895008132944,854.6013822244133,177.9040676497164,178.1068067396049,179.9398377292355,10600.0,12761.0,222,2374,2907745.95,1039357.64,2907090.25,1038809.57,5991.130536868663,7633.366417177954,1938,6543,1802,8150,2907746.15,1039359.82,2911796.42,1034945.19,2908282.12,1037378.5,2903330.79,1043188.2,0,0,0,0,0,0,0,0,0,0,0,0,2695,2886,2695,2695,2886,2695
264feceb,af7a59ce,856.0080431865097,856.0296558531735,179.73954308938687,178.5330395925902,174.3095907265044,11669.0,10896.0,1072,0,2903498.8,1026930.31,2902974.38,1026253.75,6883.283920586129,4030.0721837830433,1743,7407,1306,4329,2903911.6,1026541.57,2899336.93,1031684.72,2902974.38,1026253.75,2905666.45,1023254.71,0,0,0,0,0,0,0,0,0,0,0,0,1549,1160,1160,1549,1160,1160
49dbc14c,833af382,856.1755176363647,856.1755176363647,179.34820748967385,179.67374793849186,178.37845938374275,15703.0,15867.0,5197,5376,2913367.87,1043006.64,2914178.54,1043282.05,4908.556311880422,4852.259605688892,1326,5197,1749,5376,2910241.17,1046790.51,2913367.87,1043006.64,2917311.73,1039576.98,2914178.54,1043282.05,0,0,0,0,0,0,0,0,0,0,0,0,289,271,271,289,271,271
204cc64b,3e678ea7,856.3604122100486,856.3604122100486,165.18792598424358,165.39720056490185,166.8126557098903,18471.0,20670.0,6453,8736,3020078.62,1087230.43,3019244.78,1087425.53,5990.484736997471,8265.469793810686,1649,6453,1879,8736,3023528.33,1082332.94,3020078.62,1087230.43,3016370.68,1095175.21,3019244.78,1087425.53,0,0,0,0,0,0,0,0,0,0,0,0,189,228,189,189,228,189
87aa3730,e45a2a62,856.5402456975158,856.5943747772204,178.7044635774111,178.93552270335567,178.11109566474263,11870.0,10720.0,1191,76,2905330.22,1030446.97,2905952.36,1031035.7,6897.593328842994,6301.7364069595415,1686,7292,1690,6696,2904795.43,1031050.31,2909405.73,1025919.82,2905952.7,1031035.87,2901847.72,1035817.19,0,0,0,0,0,0,0,0,0,0,0,0,1709,1623,1623,1709,1623,1623
aaeffccb,abf460d2,857.0168638364629,857.0168638364629,175.76671360805688,176.22429811425457,97.18034142732196,15929.0,11591.0,4585,0,3009234.79,1088068.88,3008754.34,1087359.2,3947.0629541596822,4423.980996941393,1874,4585,1546,4762,3006733.14,1091121.92,3009234.79,1088068.88,3008754.34,1087359.2,3005705.47,1090564.82,0,0,0,0,0,0,0,0,0,0,0,0,2156,2686,2156,2156,2686,2156
445af6c2,85380836,857.5009351598629,857.5380981624191,179.3572370588272,179.21673439999446,65.83884549103067,10297.0,11978.0,0,1443,2907267.82,1037843.06,2907917.15,1038403.13,7437.787933102292,7733.241335856539,1957,7997,1557,8174,2907267.82,1037843.06,2912184.29,1032261.93,2908570.58,1037635.38,2903524.23,1043495.19,0,0,0,0,0,0,0,0,0,0,0,0,2083,1944,1944,2083,1944,1944
e737965a,ebe69318,858.187573960459,858.1914278876271,179.15089790273893,178.7990494471524,179.95270372630793,11013.0,11386.0,424,1098,2900213.4,1025399.52,2900846.29,1025979.12,7303.043825652138,6129.093928803715,1739,7693,1742,6717,2900286.09,1025301.18,2895458.72,1030781.23,2900480.24,1026355.25,2904599.33,1021816.65,0,0,0,0,0,0,0,0,0,0,0,0,1523,1742,1523,1523,1742,1523
d2f3b1ab,e45a2a62,858.5564770006362,858.5921567892202,178.7474337268932,179.01485359661692,179.92183576670226,11205.0,11564.0,463,920,2906280.53,1032028.2,2905632.94,1031464.51,6733.943528512642,6301.7364069595415,1437,7017,1690,6696,2906135.93,1032189.28,2910633.09,1027177.14,2905952.7,1031035.87,2901847.72,1035817.19,0,0,0,0,0,0,0,0,0,0,0,0,1412,1626,1412,1412,1626,1412
5aa403d0,9896fc0b,861.4812316003639,861.4812316003639,178.4766679972547,178.27055816215457,174.89460212992907,10397.0,10470.0,0,0,2928293.68,1055361.95,2929035.86,1055799.35,4338.05276984983,4756.503984745793,1584,4701,1514,5108,2928293.68,1055361.95,2925377.44,1058573.53,2929035.86,1055799.35,2932138.66,1052194.22,0,0,0,0,0,0,0,0,0,0,0,0,735,702,702,735,702,702
09ec2ca9,7d57c75d,861.4830431878634,861.5027606460319,179.46336452076943,179.6875170707069,179.85181253516498,16739.0,14631.0,6269,4586,3004748.75,1128646.76,3003887.86,1128678.72,7306.016989920134,5672.721427930417,1939,7823,1742,6146,3004554.56,1122895.92,3004835.07,1130196.55,3004005.64,1132791.73,3003840.94,1127121.4,0,0,0,0,0,0,0,0,0,0,0,0,3585,3580,3580,3585,3580,3580
29b24409,6a0ff78e,862.6555004752104,862.7405000927648,178.44035721182166,179.4065919191157,179.97305157530332,13768.0,10771.0,3238,126,2905784.96,1036587.8,2906433.66,1037156.45,6910.248399884159,7586.35826613149,1830,7416,1425,7889,2907560.77,1034505.75,2903080.61,1039766.9,2906424.06,1037169.13,2911497.95,1031529.23,0,0,0,0,0,0,0,0,0,0,0,0,3074,2890,2890,2764,2552,2552
521a7819,fbd68d27,863.4543810764934,863.4889999296325,179.15606561975244,178.83143121144315,179.9666674829665,11846.0,11273.0,1471,683,2907076.38,1038305.16,2907718.37,1038882.57,6597.515965308433,8148.962381812816,2024,7223,1723,8551,2907622.96,1037643.45,2903303.06,1042630.0,2907556.01,1039139.72,2912981.9,1033059.81,0,0,0,0,0,0,0,0,0,0,0,0,2192,1999,1999,2192,1999,1999
3df4b19e,593876b6,864.4052524714888,864.485750316517,175.7025474780602,175.4687811873664,179.56468129341638,11441.0,11657.0,591,648,3006044.36,1116585.29,3006908.29,1116556.63,6174.827059748288,6052.150729294504,1670,6657,1524,6365,3006021.62,1116433.42,3006162.05,1122606.65,3006910.23,1116908.12,3006319.58,1110884.86,0,0,0,0,0,0,0,0,0,0,0,0,1446,1353,1353,1446,1353,1353
445af6c2,b585b4fa,864.6252462195397,864.6859649605746,179.49092961741025,179.04892644523233,179.92017605311872,11189.0,10719.0,892,259,2907492.02,1037546.92,2906799.44,1037029.32,7437.787933102292,5461.583921070974,1957,7997,1705,5998,2907267.82,1037843.06,2912184.29,1032261.93,2906803.56,1037020.6,2903229.94,1041150.75,0,0,0,0,0,0,0,0,0,0,0,0,1358,1288,1288,1358,1288,1288
729f4217,7c607683,864.9746810744977,865.0078032595934,178.3752034405869,178.197069030013,179.81681609606028,10928.0,10971.0,233,630,2907824.15,1038223.03,2908478.32,1038788.93,7313.918653416888,6430.130361555815,1397,7591,1673,7000,2907786.14,1038267.28,2912689.62,1032840.56,2908573.41,1038688.21,2904399.46,1043579.5,0,0,0,0,0,0,0,0,0,0,0,0,964,1251,964,964,1251,964
47ee27ab,5beded95,867.756440310238,867.7745385179653,179.23281061435256,179.50253218895304,158.72420603408432,10367.0,10895.0,0,292,2983420.07,1103283.37,2982851.33,1102627.98,7655.861499485015,4254.613541145909,1877,8273,1722,4778,2983420.07,1103283.37,2978421.19,1109081.94,2982847.3,1102626.64,2985668.24,1099441.67,0,0,0,0,0,0,0,0,0,0,0,0,1056,910,910,1056,910,910
8a89da23,df8290be,868.3135859814125,868.3268263161744,178.3955623497058,178.7277595358842,158.1151986164874,10552.0,11914.0,0,1481,2910246.93,1040782.71,2909582.99,1040223.11,5195.748694432784,5224.692773790354,1640,5574,1703,5674,2910246.93,1040782.71,2913749.47,1036945.0,2910259.05,1039434.25,2906846.43,1043390.44,0,0,0,0,0,0,0,0,0,0,0,0,1793,1977,1793,1793,1977,1793
a87433c9,fc03f21f,868.3209006467537,868.3823163790089,178.82382359832582,179.06763574602493,109.90669642511745,11079.0,11447.0,0,390,3003125.45,1103422.43,3003804.33,1103963.82,6852.90333561617,5624.851640105861,1739,7459,1399,6201,3003125.45,1103422.43,3005505.08,1096995.95,3003822.94,1103953.96,3001761.88,1109187.6,0,0,0,0,0,0,0,0,0,0,0,0,787,874,787,787,874,787
8d5d46d7,a7744f5b,868.5753600006086,868.6289281964343,179.30109933241548,177.87325076859923,178.5109877673828,10759.0,13254.0,50,2709,2907615.08,1032470.89,2908255.7,1033057.43,6858.800647255863,5542.818432142501,1527,7281,1640,6016,2907615.17,1032470.66,2903087.45,1037622.64,2906749.56,1034714.9,2910459.07,1030596.36,0,0,0,0,0,0,0,0,0,0,0,0,2973,3221,2973,2973,3221,2973
26d3a96a,ee0300f7,868.7703628118836,868.7703628118836,166.56107793268555,166.50963955169138,167.73916508445683,18482.0,17985.0,6464,6160,3019706.06,1087095.97,3018837.38,1087108.5,5978.058799217251,5666.056213646287,1744,6464,1617,6160,3023065.81,1082151.35,3019706.06,1087095.97,3016829.37,1092406.81,3018837.38,1087108.5,0,0,0,0,0,0,0,0,0,0,0,0,206,264,206,206,264,206
ab3ced07,c6797dd7,870.0563019139266,870.0563019139266,168.55805367395757,168.49773289696228,164.80071579333537,17628.0,17297.0,6007,6280,3011112.8,1098820.23,3011488.06,1099605.2,5400.833932875543,5543.59134991024,1758,6007,1617,6280,3012978.88,1093752.02,3011112.8,1098820.23,3008578.74,1104324.02,3011488.06,1099605.2,0,0,0,0,0,0,0,0,0,0,0,0,179,235,179,179,235,179
a0e92ed6,b85f7b06,870.0719355320425,870.0719355320425,179.8889217315814,179.39947463875075,44.37423422899316,11345.0,11260.0,0,0,3011066.01,1115488.31,3011927.04,1115363.2,6271.323894370309,5050.844166275567,1549,6445,1650,5452,3011066.01,1115488.31,3010981.17,1121759.06,3011927.04,1115363.2,3012005.16,1110312.96,0,0,0,0,0,0,0,0,0,0,0,0,517,825,517,517,825,517
cbe51de1,e4726608,870.1221194753584,870.2350250363328,175.76189448190286,175.17285178591675,178.84189502108964,11485.0,11602.0,284,429,3012314.44,1115549.69,3011445.26,1115509.21,5050.267890973553,5895.772158971317,1399,5361,1535,6267,3012322.92,1115649.69,3012771.01,1110619.34,3011451.89,1115390.38,3011364.2,1121285.5,0,0,0,0,0,0,0,0,0,0,0,0,990,1042,990,990,1042,990
729f4217,f6824bb0,870.1930950082349,870.2443478705147,178.81032118913964,178.87554697766032,178.20257801317345,11288.0,10550.0,593,223,2907998.61,1038017.71,2907354.86,1037432.2,7313.918653416888,6232.54521951511,1397,7591,1849,6863,2907786.14,1038267.28,2912689.62,1032840.56,2907356.58,1037428.49,2903275.0,1042138.62,0,0,0,0,0,0,0,0,0,0,0,0,1099,1463,1099,1099,1463,1099
1d78281a,a3f71395,871.7539919610557,871.8461986497709,164.52529271172634,164.9693718348036,174.21630056367775,13027.0,12347.0,1088,0,2948493.37,1014812.39,2947635.85,1014655.5,6178.834921188686,6790.487189370295,1861,6809,1497,7039,2948383.54,1015267.62,2949769.97,1009246.34,2947635.85,1014655.5,2944401.82,1020626.41,0,0,0,0,0,0,0,0,0,0,0,0,1565,712,712,1565,712,712
d63196fe,dc5fbe29,871.7575641200091,871.7633200015508,178.4120971686283,179.2541626031422,152.7744448840061,11718.0,17151.0,0,5853,2926234.68,1019293.66,2925521.09,1018792.91,5568.3171766433725,6107.858915078126,1371,5880,1352,6554,2926234.68,1019293.66,2923136.34,1023920.37,2922389.41,1023201.15,2925927.29,1018222.26,0,0,0,0,0,0,0,0,0,0,0,0,4698,4876,4698,4698,4876,4698
3690a146,764072a5,872.6932249651431,872.7050239913953,178.5754767590626,178.40260345117437,167.60102022878525,11900.0,10508.0,1574,16,2910438.37,1039529.87,2911067.62,1040134.55,5182.706604786658,4169.450928359806,1688,5760,1645,4593,2909752.96,1040260.13,2913248.84,1036434.0,2911067.73,1040134.45,2908332.71,1043281.51,0,0,0,0,0,0,0,0,0,0,0,0,2034,1851,1851,2034,1851,1851
a622ce4d,f40cd091,876.4909734847896,876.4909734847896,177.57763994528958,179.80540410366035,178.73124344963503,18708.0,18153.0,8046,6775,2996830.21,1107637.9,2997706.16,1107607.11,7630.839461501095,6432.283006499436,1749,8046,1610,6775,2994094.67,1114761.56,2996830.21,1107637.9,3000263.77,1101705.17,2997706.16,1107607.11,0,0,0,0,0,0,0,0,0,0,0,0,248,249,248,248,249,248
25fd32b3,2e43c2ea,878.0244316077819,878.1153539825003,179.3916255527416,179.87292642697986,179.19467871255904,10587.0,11998.0,36,1560,2916968.94,1044881.53,2916300.61,1044312.09,4245.809145239366,6797.516712925476,1661,4545,1651,7348,2916966.99,1044883.92,2919713.86,1041646.39,2916948.48,1043528.2,2912606.04,1048757.87,0,0,0,0,0,0,0,0,0,0,0,0,1687,2047,1687,1687,2047,1687
4f3eb9e9,fd8f77fa,880.0000002272727,880.0146049356231,179.5684885292173,179.39234077572098,179.3276716269924,11579.0,10907.0,220,236,3005270.69,1116985.92,3004390.69,1116985.9,5860.2460283679575,6158.772157662538,1214,5910,1484,6755,3005270.45,1116796.89,3005458.44,1122654.12,3004389.08,1116991.9,3004145.16,1110837.96,0,0,0,0,0,0,0,0,0,0,0,0,684,1038,684,684,1038,684
